np,wall_time,wall_min,wall_max,proc_avg,proc_max,load_imbalance,total_tasks,speedup,efficiency,candidate_assignments
1,700.8537980630063,697.8377122520469,701.1869825609028,699.385214,699.385214,0.0,65536,1.0,100.0,87153109
2,355.1153433797881,353.6757090743631,356.53307116311044,351.5221415,354.165251,0.00902912001357046,65536,1.9735948083590926,98.67974041795463,87520112
4,192.91224284190685,191.8947970471345,192.95357001386583,176.67152249999998,192.19283099999998,0.0854715727573372,65536,3.6347458939427253,90.86864734856813,87914786
8,111.81782712414861,111.24696346186101,111.90261384984478,88.9829405,111.210044,0.2485745971928981,65536,6.267818075957292,78.34772594946615,88419274
16,62.28754651080817,62.06220621801913,63.233092876151204,45.264153,61.664835,0.36233268299530524,65536,11.251908885853991,70.32443053658744,89784485
32,34.043193066027015,33.86267550615594,34.25278193736449,23.08506646875,33.377078,0.4458298417802773,65536,20.49859749931758,64.05811718536744,91067726
64,24.435719514265656,24.385997417382896,24.441239164676517,12.53070421875,23.524995,0.8773881012049566,65536,28.675051757437444,44.80476837099601,93629429
